Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
343,1989,12,3,0.0,-110.0,-4.9,-4.4,86.7,21.45,21.084522
344,1988,8,27,-2.0,164.9,-7.4,-2.8,86.7,27.94,28.686203
345,1995,12,5,-0.31,-96.06,-2.1,3.1,94.1,20.86,20.692276
346,1993,7,6,-0.04,-95.0,-5.3,5.6,94.1,22.3,22.271866
347,1994,6,26,8.13,-124.94,0.5,0.4,82.4,27.02,27.436632
348,1991,11,5,5.01,-110.0,1.8,7.6,82.4,25.62,26.566946
349,1984,1,13,0.0,-109.2,-2.0,0.8,82.4,21.7,22.472414
350,1995,10,9,0.04,-179.9,-6.4,0.8,82.3,27.69,28.018433
351,1988,12,2,7.05,-140.1,-2.7,6.0,82.3,26.02,27.497057
352,1996,9,14,-8.04,164.9,-2.7,6.0,83.2,27.81,29.316448
353,1989,5,1,2.0,165.0,0.6,-2.1,83.2,27.23,28.617876
354,1994,11,8,2.02,156.0,5.3,0.9,84.6,29.0,29.36919
355,1986,11,26,-2.01,165.0,3.0,-3.8,84.6,27.84,28.977253
356,1994,4,4,8.05,165.1,-2.2,-6.1,81.8,27.3,28.446331
357,1989,9,17,-0.2,-124.44,-5.3,2.8,81.8,27.3,26.06579
358,1995,12,22,8.04,-125.0,-2.8,2.5,75.4,26.48,27.50984
359,1995,11,25,8.0,-179.9,-4.5,-0.8,80.9,26.48,28.397053
360,1993,12,13,0.01,-155.0,-7.3,-3.9,79.3,26.8,26.47386
361,1996,6,21,-1.93,164.4,1.8,0.7,66.7,27.89,29.206059
362,1989,4,3,5.18,-110.06,1.8,0.7,66.7,27.89,27.83146
363,1995,1,6,-1.99,-140.0,-6.9,1.2,82.4,26.61,26.438387
364,1995,5,26,5.03,165.0,-1.2,-1.1,82.4,27.2,28.62807
365,1992,12,1,5.02,-140.0,-2.7,8.2,82.4,26.75,27.383112
366,1994,9,28,2.0,-170.0,-3.1,2.4,75.8,28.55,28.666782
367,1991,8,8,0.03,-155.0,-3.1,2.4,75.8,27.44,27.356884
368,1991,6,30,0.04,-110.0,-6.2,3.9,75.8,25.92,25.201166
369,1992,5,22,-2.01,156.0,-1.1,3.0,75.8,27.56,28.897472
370,1992,6,16,1.97,147.0,-1.7,-1.3,76.2,29.1,29.087595
371,1996,11,3,0.04,146.9,-1.7,-1.3,86.1,27.9,28.897783
372,1996,9,24,-0.03,-170.0,-5.2,-2.0,73.2,26.89,27.261505
373,1992,7,1,-0.02,154.0,3.3,2.6,73.2,26.89,28.868214
374,1994,11,22,-2.15,-170.0,-2.2,0.5,72.5,29.1,29.252745
375,1996,3,8,4.9,-139.9,-4.9,-3.2,85.9,26.25,27.112455
376,1988,2,11,-0.04,-109.9,-2.2,0.5,85.9,24.8,24.617086
377,1995,6,15,2.0,-155.0,-4.4,1.5,86.6,26.88,27.06995
378,1988,6,7,6.96,-140.0,-2.8,4.9,86.6,26.77,27.258352
379,1992,6,29,1.97,147.0,-1.1,3.2,83.2,26.9,28.59735
380,1990,7,15,8.01,165.0,-3.0,0.6,83.2,28.31,28.810322
381,1995,7,2,-2.02,-95.2,-2.3,3.4,83.2,21.9,22.139442
382,1987,4,18,-0.08,165.1,2.6,-1.9,83.2,26.84,28.572937
383,1996,2,20,1.97,-170.0,-6.4,-1.0,84.4,25.94,26.605078
384,1992,8,15,5.01,-109.94,-6.4,-1.0,84.4,25.05,25.985485
385,1993,12,23,-0.01,143.0,6.1,2.9,85.8,27.98,29.17446
386,1994,8,20,8.04,165.1,-1.2,-0.3,81.4,28.25,28.917505
387,1987,1,18,2.2,-110.3,-1.7,6.3,81.4,25.64,26.346762
388,1995,8,22,-0.23,-124.4,-6.3,-1.7,86.1,22.7,22.648027
389,1996,8,21,-8.04,164.9,-3.8,-0.4,84.5,27.58,29.09343
390,1993,11,30,-8.01,-179.9,-5.8,-0.1,77.3,29.69,30.251793
391,1996,2,22,8.05,-110.1,-5.6,-4.2,88.7,26.28,26.940483
392,1995,2,17,0.02,-155.0,-5.4,1.5,85.9,26.77,26.930975
393,1996,4,25,8.06,-110.1,-3.8,2.1,85.9,27.66,27.506233
394,1996,11,19,0.0,165.0,3.9,0.8,75.4,28.42,29.393078
395,1989,8,17,8.01,165.0,-3.9,0.4,75.4,27.94,28.797693
396,1996,6,5,4.9,-139.9,-5.0,2.7,81.8,27.28,27.495035
397,1996,12,12,2.02,156.0,-0.8,-2.8,79.6,29.44,29.36292
398,1995,6,28,0.01,-110.0,-5.2,2.0,85.1,23.3,23.158695
399,1989,4,19,2.0,165.0,-4.3,0.1,85.1,27.88,28.654936
400,1990,3,20,8.01,165.0,-2.4,-1.2,85.1,26.05,28.137846
401,1993,3,13,-5.04,-124.9,-4.9,0.8,88.7,26.1,26.065601
402,1991,8,12,-1.98,164.9,0.8,0.6,88.7,28.36,29.048548
403,1994,8,12,8.12,-124.9,-0.9,7.3,72.8,27.1,27.692257
404,1992,10,11,5.01,-109.94,-0.9,7.3,72.8,25.12,26.322
405,1994,8,5,5.01,-154.9,-1.5,4.8,72.8,27.81,28.28665
406,1994,8,12,0.03,-179.9,1.2,-2.0,76.1,28.42,29.104488
407,1993,10,27,-4.97,-179.9,4.7,3.2,75.8,29.27,30.529078
408,1993,8,21,0.0,-124.44,-4.6,-1.0,83.2,24.16,23.826601
409,1996,7,2,4.98,-154.9,-4.6,-1.0,77.6,27.52,28.03433
410,1989,8,29,0.0,-169.5,-6.7,4.1,77.6,27.22,27.459717
411,1995,8,31,2.03,137.0,-6.7,4.1,85.2,27.61,28.668573
412,1993,10,31,-1.96,-179.9,-6.7,4.1,85.2,28.9,29.16371
413,1989,7,19,-4.97,-110.0,-7.2,2.9,85.2,23.8,23.714966
414,1986,5,31,2.15,-110.2,-7.2,2.9,85.2,25.38,25.51526
415,1995,2,13,-7.98,165.0,-7.2,2.9,85.2,29.22,29.237902
416,1993,1,16,-4.99,-110.0,-6.3,-0.4,81.3,24.78,24.974016
417,1994,3,14,9.01,-140.2,-3.1,-0.3,77.6,27.19,27.26549
418,1989,10,13,2.01,-140.0,-6.5,3.7,77.6,27.19,26.648008
419,1992,11,4,5.05,-125.0,1.6,5.9,77.6,23.42,24.90082
420,1996,12,26,-2.01,-140.0,-6.3,-0.5,79.6,25.05,24.97148
421,1988,8,26,-1.99,-140.0,-6.3,2.3,79.6,24.78,24.916489
422,1996,4,30,-1.99,-110.0,-6.2,3.5,79.6,25.9,25.460506
423,1995,4,29,8.0,-170.0,-4.9,-5.2,88.3,27.05,27.824404
424,1994,10,11,-4.99,-95.0,-3.8,3.3,79.8,21.62,21.859392
425,1996,10,26,-2.05,-124.94,-5.5,0.7,89.8,24.12,23.902182
426,1992,7,2,-0.03,-170.0,0.2,-1.4,73.4,27.52,28.101685
427,1995,12,9,1.97,-125.3,-7.0,2.9,75.0,23.75,23.62984
428,1992,9,21,2.02,137.0,2.2,-2.0,78.1,29.19,29.211374
429,1993,3,10,-4.99,156.0,8.9,1.2,83.6,28.44,29.230762
430,1996,4,8,9.0,-140.2,8.9,1.2,82.7,25.92,27.699274
431,1988,11,11,0.02,-169.5,-4.6,-1.6,82.7,24.7,25.57976
432,1996,11,14,2.0,-179.8,2.6,1.7,67.8,28.02,28.764523
433,1996,1,9,1.99,147.0,2.6,1.7,77.0,28.27,28.950594
434,1995,4,28,9.0,-140.2,2.6,1.7,85.8,27.1,27.57223
435,1992,5,9,5.0,147.0,-3.9,-3.4,85.8,28.62,28.702147
436,1995,12,6,8.04,-125.0,-0.7,3.7,87.7,25.84,27.305647
437,1993,9,5,-4.66,164.2,-0.7,3.7,75.4,28.45,29.315266
438,1988,11,11,-0.07,-110.0,-1.2,2.0,75.4,19.95,20.382881
439,1992,8,26,5.01,-154.9,-6.9,0.3,72.7,27.42,27.904821
440,1995,1,10,8.0,-179.9,-5.5,-5.2,80.8,27.42,27.67134
441,1995,8,2,-4.97,-110.0,-5.5,-5.2,79.6,23.83,23.643635
442,1996,6,1,5.02,137.0,0.8,2.8,79.6,26.98,28.633156
443,1995,3,19,-4.97,-110.0,-6.4,3.5,74.8,27.05,26.623695
444,1993,8,14,5.01,156.0,6.3,0.7,89.5,26.58,28.633783
445,1990,1,19,5.0,165.0,-4.7,-1.9,89.5,28.0,28.475382
446,1993,7,17,1.96,-125.0,-5.4,3.3,80.0,24.64,24.762413
447,1984,10,18,-0.03,-124.56,-5.8,0.7,80.0,22.3,22.229347
448,1996,2,28,-1.99,-140.0,-6.8,-1.7,87.2,26.36,26.275755
449,1994,1,28,0.01,156.0,-2.9,0.6,78.8,27.64,28.686195
450,1996,5,11,-2.0,155.8,-2.9,0.6,78.8,27.64,28.834745
451,1995,4,22,-7.98,-125.0,-2.9,0.6,78.2,27.69,27.61058
452,1991,11,3,0.0,165.0,4.0,-1.7,74.6,28.38,29.284216
453,1989,5,27,7.05,-140.1,-3.7,-0.8,74.6,26.38,27.1751
454,1996,5,23,-1.99,-95.1,-4.5,2.0,80.9,23.94,23.785425
455,1993,6,5,1.98,-95.0,-1.8,7.2,82.8,27.34,27.132427
456,1993,4,22,-0.04,-95.0,-2.8,2.6,82.8,26.94,26.148624
457,1990,9,13,2.02,-140.0,-2.8,2.6,82.8,24.77,25.100937
458,1996,7,20,-5.01,-155.0,-2.8,2.6,82.1,27.0,27.683517
459,1982,11,23,0.04,-109.25,-0.5,3.2,82.1,26.38,25.124302
460,1995,5,16,0.0,165.0,-2.2,-1.5,77.3,26.38,28.53148
461,1988,12,5,7.04,-140.1,-5.1,2.0,77.3,25.84,27.241274
462,1994,4,23,-4.99,165.1,-1.8,-1.0,83.2,28.61,29.057636
463,1995,3,22,-2.1,-124.9,-5.2,-0.9,83.2,26.14,25.782078
464,1992,4,1,1.99,-170.0,5.2,0.4,85.9,28.0,28.923847
465,1994,6,15,0.03,-124.3,-5.8,2.0,83.2,25.83,25.108326
466,1993,12,4,-4.97,-110.0,-6.2,2.3,83.2,24.3,23.688293
467,1996,11,2,-7.97,-125.0,-5.4,-3.5,77.4,25.12,25.326054
468,1988,9,19,0.13,-124.44,-5.8,1.2,77.4,22.31,22.26543
469,1995,3,9,-4.97,-110.0,-5.8,1.2,77.4,27.2,26.628244
470,1996,1,31,-5.02,-155.0,-6.5,-3.5,77.1,26.73,27.249958
471,1996,5,7,8.02,-170.0,-7.1,-4.4,80.0,27.56,27.84021
472,1996,11,7,7.97,-155.0,-4.6,3.2,80.5,27.62,28.083874
473,1990,9,7,0.02,-140.0,-7.0,-0.2,81.8,24.7,24.497467
474,1996,7,2,2.04,-110.1,-3.3,4.7,78.7,24.39,24.747757
475,1992,6,19,0.05,170.0,0.4,-1.8,75.0,28.17,29.049677
476,1992,11,20,-0.01,157.5,3.0,4.2,81.6,28.67,29.349474
477,1990,12,22,6.99,-140.0,3.0,4.2,81.6,26.1,27.985779
478,1981,3,10,0.01,-109.56,-1.0,2.0,81.6,24.44,24.337057
479,1993,6,28,0.01,-155.0,-2.4,-1.7,82.4,28.22,28.081263
480,1993,5,25,-4.73,163.9,-4.5,-1.1,83.2,28.53,28.978556
481,1996,3,17,-4.99,156.0,-2.7,-1.9,83.2,29.08,29.085651
482,1994,11,5,5.0,-170.0,4.1,-0.9,80.4,27.9,29.313494
483,1991,9,29,2.0,156.0,1.6,2.4,78.1,27.8,29.019547
484,1995,7,17,-2.0,-110.0,-3.7,3.1,78.1,27.8,26.608673
485,1995,8,27,-5.01,-139.9,-8.3,0.2,82.2,26.53,26.4582
486,1995,9,27,-8.05,-109.94,-7.5,2.4,75.4,23.67,23.750366
487,1995,9,20,0.0,165.0,0.5,1.0,80.4,23.67,28.078424
488,1994,6,20,0.01,-155.0,-5.9,-1.1,82.1,27.38,27.204725
489,1996,6,21,0.01,156.1,-0.8,-0.6,72.0,28.5,29.141798
490,1996,11,26,5.0,156.1,-0.7,3.5,85.7,28.02,29.01364
491,1992,7,2,5.0,147.0,-3.6,-1.2,85.7,27.62,28.562893
492,1995,10,26,-8.02,-95.06,-4.8,3.4,83.0,20.86,21.491695
493,1989,10,27,9.0,-140.2,-4.8,3.4,83.0,20.86,24.23696
494,1995,7,9,0.02,-140.0,-7.5,0.8,80.3,25.55,25.196085
495,1990,5,10,-1.97,-111.4,-4.4,3.9,80.3,26.94,26.133444
496,1994,9,2,2.0,-170.0,-6.4,1.1,74.1,29.22,28.842243
497,1987,1,31,-4.96,165.0,3.2,-4.5,74.1,27.34,28.761703
498,1996,8,21,5.04,165.0,-2.1,1.0,77.8,27.4,28.827244
499,1996,2,26,5.0,-179.9,-2.1,1.0,79.4,27.05,28.155966
500,1996,4,5,1.95,-125.25,-2.1,1.0,83.1,26.72,26.571743
501,1988,9,25,-0.03,165.0,-2.1,1.0,83.1,26.72,28.629095
502,1993,10,1,0.01,156.0,-2.1,1.0,83.1,26.39,28.582136
503,1993,7,9,7.96,-155.0,-6.2,0.1,83.1,26.39,27.386597
504,1991,3,14,6.98,-140.0,-6.2,0.1,83.1,27.16,27.13017
505,1993,7,4,1.95,-125.0,-8.1,1.4,76.8,26.05,25.700447
506,1993,2,8,5.0,-154.9,-6.5,-2.5,82.8,27.3,27.395624
507,1993,5,3,5.02,-110.0,-0.2,1.7,84.5,26.69,27.401184
508,1992,5,5,-5.01,-110.0,-5.6,3.1,78.9,27.88,26.982319
509,1994,7,24,-1.94,164.4,1.8,2.0,82.9,27.8,29.040176
510,1994,4,4,5.0,156.0,1.8,2.0,81.6,27.98,28.86172
511,1992,12,11,-0.03,-170.0,-0.3,-1.9,81.6,27.2,27.7402
512,1988,10,31,-4.97,-110.0,-0.3,-1.9,81.6,22.55,22.972408
513,1990,2,26,5.0,165.0,-6.2,-0.6,81.6,28.14,28.610336
514,1994,4,30,2.0,-125.0,-5.5,2.4,81.6,28.14,27.64457
515,1994,9,27,0.04,-179.9,-2.3,-4.1,79.1,28.31,28.754017
516,1996,6,7,5.34,-124.9,-4.5,4.6,79.1,28.31,27.784204
517,1992,3,15,8.04,-110.06,-4.5,4.6,86.3,27.84,27.495127
518,1996,2,6,2.0,147.0,-4.5,4.6,81.5,27.69,28.669003
519,1993,5,8,4.97,137.0,-0.1,2.2,86.7,27.14,28.506956
520,1981,11,30,-0.01,-94.94,0.0,2.7,86.7,20.44,20.663437
521,1992,9,10,-8.03,-109.94,-7.0,2.6,86.7,24.2,24.07746
522,1990,3,3,-0.01,165.0,-7.0,2.6,86.7,27.56,28.548275
523,1993,6,29,-1.98,-140.0,-3.7,-2.1,81.6,27.06,26.908205
524,1994,1,16,8.05,165.1,-5.5,-5.4,77.8,27.86,28.481344
525,1993,2,13,7.99,-170.0,-5.4,-6.1,84.0,27.55,27.633009
526,1993,11,13,1.96,-125.0,-5.9,3.6,84.0,27.55,26.584705
527,1991,12,18,-4.99,156.0,-5.9,3.6,84.0,28.9,29.23664
528,1990,3,16,0.0,-110.0,-2.8,0.8,84.0,25.11,24.77197
529,1989,12,12,-2.14,-110.56,-4.3,2.2,84.0,21.86,21.6846
530,1992,12,4,-0.02,160.5,-4.3,2.2,80.9,28.27,29.078358
531,1992,7,4,0.05,170.0,-1.5,-2.9,69.5,28.48,29.13306
532,1992,12,18,1.95,-94.94,-0.9,6.4,80.9,24.1,24.190115
533,1992,12,16,-0.01,-170.0,-1.8,-3.5,84.0,27.31,27.72821
534,1992,2,7,1.92,-125.06,-4.0,0.6,84.0,26.73,26.673124
535,1991,3,29,4.96,165.0,-6.3,-2.6,84.0,26.47,28.19323
536,1989,10,23,2.01,-140.0,-9.3,1.0,84.0,26.47,25.94079
537,1988,12,17,-2.01,-140.0,-5.2,0.3,84.0,23.5,23.842993
538,1996,4,28,8.0,156.0,-5.4,1.1,85.9,27.19,28.427683
539,1993,12,7,0.04,-124.4,-5.6,1.6,81.8,24.6,23.839277
540,1987,11,14,-2.03,-110.0,-3.7,4.8,81.8,24.39,23.715456
541,1994,1,23,4.97,137.0,-3.7,4.8,81.8,24.39,27.785591
542,1990,8,30,7.02,-147.5,-3.3,0.7,81.8,26.06,27.472471
543,1992,10,9,2.01,156.0,5.6,0.8,81.8,28.7,29.286045
544,1994,12,9,2.01,-179.9,-2.2,1.6,75.2,29.77,29.706846
545,1995,3,9,0.02,-110.0,-4.3,0.3,92.2,24.11,23.916388
546,1989,12,20,5.0,-110.06,-0.1,6.4,92.2,24.6,25.548563
547,1993,9,25,5.0,-154.9,-2.4,5.9,81.6,27.3,28.148388
548,1995,11,3,0.01,-110.0,-2.7,1.5,81.6,27.3,25.691614
549,1994,1,15,-8.0,-179.9,2.1,-1.8,82.1,27.6,29.504099
550,1992,7,14,9.0,-140.2,2.1,3.7,81.6,27.48,27.788877
551,1989,4,16,0.0,-110.1,-2.8,2.2,81.6,25.19,24.79137
552,1994,8,31,8.05,165.1,-3.2,3.0,84.5,28.06,28.856213
553,1991,10,6,2.0,156.0,0.0,3.7,76.6,28.48,29.192532
554,1994,12,25,1.96,-140.0,-5.7,0.5,79.1,26.9,26.442612
555,1992,2,28,5.11,-124.94,-5.3,-3.2,89.5,27.27,27.13462
556,1993,4,17,-7.98,-125.0,-5.5,-0.3,89.5,27.27,27.106676
557,1994,10,1,8.07,165.1,4.6,-2.5,89.1,26.84,28.645733
558,1994,9,6,-2.0,-110.0,-4.5,1.5,87.4,22.48,22.359528
559,1993,8,12,5.05,-125.0,-3.8,6.4,75.6,26.08,27.0615
560,1993,9,14,0.62,170.2,-3.8,6.4,75.6,26.08,28.674477
561,1995,8,28,-0.74,144.0,-3.8,6.4,75.6,26.08,28.593494
562,1995,4,21,-5.0,-139.9,-6.8,2.5,82.7,28.2,27.862215
563,1994,12,6,-7.97,165.0,-6.8,2.5,82.7,28.98,29.434196
564,1996,10,30,0.02,-110.0,-3.5,2.5,90.8,21.2,21.252312
565,1993,1,27,2.0,156.0,4.6,-1.6,90.8,27.4,28.601168
566,1991,9,18,-5.0,-155.0,-5.4,-4.1,78.9,27.77,27.86238
567,1994,2,20,-8.02,-109.94,-7.4,1.2,85.9,25.98,25.891209
568,1988,7,8,1.94,-140.0,-7.4,1.2,85.9,25.03,25.034704
569,1993,8,27,-2.18,-170.0,-4.0,-4.0,75.4,28.77,28.888573
570,1996,10,31,-0.19,-124.3,-6.1,2.4,74.8,23.81,23.38355
571,1992,10,27,-4.99,156.0,-2.3,5.5,77.3,28.27,29.245762
572,1992,5,30,-5.0,-155.0,-6.9,-0.6,76.2,29.25,28.968727
573,1986,7,10,2.0,165.0,-1.4,1.1,76.2,27.62,28.817667
574,1995,8,18,0.02,156.1,-5.2,0.6,70.3,28.52,29.118505
575,1995,9,2,6.72,137.6,-1.1,3.6,70.3,28.55,29.114666
576,1995,10,29,6.72,137.6,-1.5,2.0,70.3,29.14,29.257828
577,1991,6,5,1.97,165.0,-2.8,-0.2,70.3,28.34,29.020426
578,1996,5,12,-5.0,-170.0,-4.8,-3.5,78.3,28.36,28.836597
579,1989,11,17,8.01,165.0,-1.4,2.5,78.3,26.89,28.69686
580,1996,8,27,4.99,156.1,-2.1,-2.2,78.4,28.7,29.037783
581,1991,10,31,-4.99,-155.0,-3.5,0.8,72.7,27.81,28.117287
582,1996,10,2,8.2,-94.8,2.0,1.6,91.3,25.77,27.340233
583,1990,2,28,2.0,-110.1,-5.4,-1.4,91.3,26.5,26.455824
584,1994,6,5,2.0,-179.9,-5.0,0.6,80.8,28.44,28.604897
585,1995,10,11,-8.29,-155.0,0.0,-5.1,70.2,27.45,28.284618
586,1995,2,15,0.02,-155.0,-7.3,-0.7,84.3,27.05,26.94071
587,1994,4,5,2.0,-179.9,-4.2,-0.6,90.8,26.77,27.479057
588,1988,4,8,-0.04,-139.9,-4.0,-0.3,90.8,26.2,26.064075
589,1993,2,26,8.99,-140.2,-5.4,-5.5,80.5,26.19,26.819902
590,1996,4,12,8.01,-179.9,-7.0,-3.5,79.1,26.19,27.622452
591,1988,10,21,8.99,-140.1,-0.2,3.2,79.1,26.3,27.538868
592,1994,1,25,4.98,137.0,-0.2,3.2,79.1,26.3,28.321995
593,1991,12,25,-1.51,-138.9,-7.0,-0.7,73.4,27.98,27.02498
594,1985,10,29,-0.01,-110.0,-5.2,4.8,73.4,27.98,26.400259
595,1992,12,25,0.05,170.0,-5.2,4.8,80.9,27.61,28.997784
596,1990,1,28,-5.0,-110.06,-5.2,4.8,80.9,23.94,24.546953
597,1988,1,27,-0.03,-139.9,-7.9,0.9,80.9,26.19,25.915325
598,1989,6,21,8.99,-140.2,-7.9,0.9,80.9,26.19,26.926552
599,1990,1,7,-2.04,-140.1,-6.9,0.1,81.4,26.45,26.30548
600,1992,6,5,5.01,-109.94,-6.9,0.1,81.4,27.88,27.539534
601,1994,5,31,1.95,-140.0,-3.5,0.8,73.7,27.38,27.291393
602,1996,2,15,-8.28,-155.0,-3.7,-4.3,71.0,27.45,28.18888
603,1993,8,1,-2.0,-110.0,-6.0,3.3,88.3,23.89,23.472845
604,1995,2,22,8.0,-170.0,-4.9,-4.7,78.0,27.28,27.653685
605,1991,9,16,-2.03,-109.94,-4.5,1.4,78.0,22.25,22.285353
606,1985,9,18,0.11,-110.0,-6.4,2.3,78.0,20.98,21.165316
607,1992,10,3,-1.99,155.9,-5.0,1.5,78.1,28.4,29.068403
608,1986,2,4,-0.03,-140.0,-6.5,0.4,78.1,28.4,27.496122
609,1992,1,19,0.03,-140.0,0.8,-0.2,77.1,27.2,27.252296
610,1993,2,9,4.98,-170.0,-3.3,-6.4,76.6,28.06,28.00221
611,1994,5,17,-8.29,-155.0,-4.1,-2.3,76.6,28.8,29.108953
612,1996,7,14,-2.17,-170.0,-7.6,-0.6,80.1,27.95,28.08405
613,1993,10,20,2.0,-155.1,-5.4,0.1,76.5,27.38,27.247234
614,1991,2,8,4.99,165.0,-6.7,-1.6,76.5,27.16,28.404821
615,1994,12,23,-8.27,-155.0,-3.2,-3.3,74.4,28.8,29.032333
616,1992,8,16,-4.99,156.0,-0.4,3.0,74.4,26.77,28.865976
617,1993,7,30,-4.97,-140.0,-6.6,-1.3,77.8,26.98,26.89755
618,1996,6,7,-5.02,-155.0,-6.6,-1.3,73.3,27.81,27.871841
619,1992,4,15,0.04,-155.0,-3.0,-2.2,85.5,28.58,28.289238
620,1996,4,24,0.01,-179.9,-6.4,-1.6,83.0,27.11,27.733858
621,1992,3,17,0.0,-110.0,-3.5,2.6,83.0,27.25,26.398638
622,1995,7,29,0.0,165.0,-4.3,-3.0,75.9,27.25,28.7339
623,1984,11,16,-0.01,-124.56,-4.3,-3.0,75.9,21.97,22.07065
624,1996,7,23,-8.05,-109.94,-4.3,-3.0,80.8,25.34,25.298658
625,1996,12,9,0.01,-179.9,-0.1,-3.0,74.3,27.83,28.482456
626,1996,8,24,2.0,147.0,-0.1,-3.0,75.5,28.2,28.993778
627,1994,12,3,4.99,147.0,-0.1,-3.0,80.7,28.05,28.925882
628,1996,4,11,-8.01,-170.0,0.8,-0.9,78.3,28.4,29.632181
629,1995,4,22,4.95,137.0,-4.8,-1.4,78.3,28.4,28.719738
630,1996,1,25,8.01,165.0,-4.8,-1.4,88.9,28.4,28.60606
631,1996,7,20,1.98,-140.0,-6.7,2.5,83.3,25.89,25.791002
632,1995,5,9,8.03,165.0,-5.8,-2.2,83.9,25.89,28.114298
633,1996,12,2,1.97,-125.06,-5.2,1.5,81.8,23.92,23.809584
634,1996,6,14,-0.02,-95.0,-3.5,1.7,93.6,21.02,21.393744
635,1996,7,24,4.91,-139.9,-6.2,2.5,76.1,26.98,27.44842
636,1991,4,19,-5.01,-140.0,-5.1,1.0,79.7,28.1,27.879953
637,1994,4,24,-4.99,-170.0,-5.1,1.0,73.3,29.06,29.423717
638,1992,5,6,5.0,165.0,-5.1,1.0,73.3,27.16,28.613527
639,1994,9,20,5.04,165.0,-1.0,-2.0,82.8,28.66,29.046762
640,1988,11,28,-0.07,-110.0,-3.4,1.9,82.8,18.88,19.500408
641,1985,11,19,-0.02,-140.0,-6.3,3.3,82.8,18.88,20.071068
642,1995,2,14,0.05,-179.9,-0.9,-6.3,76.4,29.02,29.427422
643,1991,4,28,2.03,-110.1,-0.1,1.4,76.2,27.66,27.51769
644,1995,4,23,4.99,156.0,-5.0,-5.5,77.5,28.48,28.746546
645,1992,7,25,2.13,-110.25,-3.4,3.2,88.3,23.23,23.80321
646,1993,1,3,-5.04,-124.9,-5.0,0.2,85.9,23.45,24.165287
647,1987,3,10,-4.97,165.0,0.1,-2.7,85.9,28.58,28.923988
648,1996,8,15,0.0,-155.0,-2.9,2.0,82.3,26.05,26.350622
649,1990,10,31,-1.98,-140.0,-7.2,-0.2,82.3,26.19,25.855192
650,1993,10,14,-7.98,165.0,-3.5,4.2,95.5,27.75,29.094809
651,1996,1,2,5.34,-124.9,-3.7,4.8,76.6,25.75,27.096535
652,1992,5,11,2.0,-140.0,-5.5,3.0,81.6,28.12,27.649248
653,1994,11,6,-7.97,165.0,-5.5,3.0,81.6,28.4,29.333342
654,1993,3,23,8.99,-140.2,-7.2,-5.2,81.3,26.19,26.797384
655,1990,1,25,5.0,-110.06,-5.5,-2.5,81.3,26.62,27.089014
656,1990,1,24,0.0,-140.0,-6.2,2.2,81.3,25.48,25.529572
657,1982,11,19,0.04,-109.25,-2.8,4.9,81.3,26.16,24.923548
658,1994,4,1,-7.98,165.0,0.9,-0.8,81.6,28.52,29.280851
659,1995,11,28,-5.01,-139.9,-6.3,-1.5,77.9,25.7,25.884932
660,1994,10,12,5.0,-154.9,1.5,2.8,77.9,26.8,28.201227
661,1988,3,11,-2.03,-109.94,-3.7,-2.8,77.9,26.34,25.740986
662,1996,9,12,-4.99,-170.0,-3.7,-2.8,77.9,28.23,28.757866
663,1996,12,14,0.02,-95.1,-3.0,2.9,90.0,20.1,20.24753
664,1996,1,5,5.0,156.0,-5.3,-1.9,79.8,29.06,28.836653
665,1992,5,28,5.0,156.0,-5.3,-1.9,79.8,29.06,28.91096
666,1988,3,14,0.14,-124.44,-5.3,-1.9,79.8,25.84,25.317696
667,1995,8,7,2.01,-140.0,-6.9,4.5,88.1,24.73,24.792112
668,1995,9,13,-1.97,-155.0,-6.5,0.4,80.5,25.9,26.194693
669,1996,11,2,5.11,-124.9,-1.3,3.7,88.4,24.84,25.810244
670,1994,7,21,-8.02,-125.0,-6.0,-1.5,74.9,25.78,25.911737
671,1988,10,2,2.1,-110.25,0.3,4.8,74.9,21.05,22.102777
672,1994,3,28,-8.02,-179.9,-3.6,0.0,82.2,28.45,29.704424
673,1996,1,23,0.0,165.0,-5.7,-0.6,67.9,28.45,28.960537
674,1995,1,29,0.0,147.0,-1.8,-4.4,80.4,28.05,28.678276
675,1996,11,22,-2.02,-140.0,-5.8,-1.4,85.3,24.88,24.922022
676,1993,10,27,-4.97,-110.0,-6.1,3.0,78.0,24.62,24.154541
677,1987,12,21,-2.0,-140.0,-6.9,-0.8,78.0,27.17,26.504545
678,1987,7,4,-0.08,165.1,5.1,-2.3,78.0,26.67,28.713104
679,1993,11,14,-4.97,-179.9,-2.3,-3.2,69.4,29.12,29.714006
680,1995,11,6,4.99,-109.9,-2.3,-3.2,83.3,24.94,25.674074
681,1985,8,17,0.1,-110.0,-4.1,2.0,83.3,21.69,21.779465
682,1993,8,13,-7.97,-125.0,-8.3,0.5,83.3,21.69,22.67674
683,1988,10,30,5.19,-140.1,-1.8,4.8,83.3,25.05,26.384056
684,1985,7,7,0.04,-139.9,-3.9,0.5,83.3,25.42,25.32707
685,1994,10,8,0.0,-155.0,-6.0,0.5,74.1,27.17,26.886782
686,1993,6,3,0.0,143.0,-0.6,-0.1,87.3,26.86,28.507504
687,1994,6,21,-4.98,-139.9,-5.2,0.4,82.9,27.05,27.087517
